m,seed,task,dataset,method,mae
16,5,math:subject=geometry,math,sample,0.06303056027164686
16,5,math:subject=geometry,math,pkps,0.14720387434645385
16,5,math:subject=geometry,math,ens,0.05885668609551448
16,5,math:subject=geometry,math,irt,0.3260175621361051
16,5,math:subject=intermediate_algebra,math,sample,0.07144334160463192
16,5,math:subject=intermediate_algebra,math,pkps,0.15991482313700478
16,5,math:subject=intermediate_algebra,math,ens,0.06725735306184545
16,5,math:subject=intermediate_algebra,math,irt,0.3160609148298269
16,5,math:subject=number_theory,math,sample,0.052912186379928304
16,5,math:subject=number_theory,math,pkps,0.1548930715363948
16,5,math:subject=number_theory,math,ens,0.05218670269054039
16,5,math:subject=number_theory,math,irt,0.2536874661361894
16,5,math:subject=prealgebra,math,sample,0.06950175043760942
16,5,math:subject=prealgebra,math,pkps,0.14371663578406244
16,5,math:subject=prealgebra,math,ens,0.06373026011548207
16,5,math:subject=prealgebra,math,irt,0.23447673070246766
16,5,math:subject=precalculus,math,sample,0.07878230522542917
16,5,math:subject=precalculus,math,pkps,0.15409915553057607
16,5,math:subject=precalculus,math,ens,0.07413008338117374
16,5,math:subject=precalculus,math,irt,0.34694402882055825
16,5,med_qa,med_qa,sample,0.08611111111111111
16,5,med_qa,med_qa,pkps,0.10184403222991836
16,5,med_qa,med_qa,ens,0.06685483895498583
16,5,med_qa,med_qa,irt,0.5132115501448484
16,5,wmt_14:language_pair=cs-en,wmt_14,sample,0.027918914903917548
16,5,wmt_14:language_pair=cs-en,wmt_14,pkps,0.0387577471369855
16,5,wmt_14:language_pair=cs-en,wmt_14,ens,0.0226746970490407
16,5,wmt_14:language_pair=de-en,wmt_14,sample,0.03252169739616532
16,5,wmt_14:language_pair=de-en,wmt_14,pkps,0.03126307428949676
16,5,wmt_14:language_pair=de-en,wmt_14,ens,0.02934929421914063
16,5,wmt_14:language_pair=fr-en,wmt_14,sample,0.029227686159035274
16,5,wmt_14:language_pair=fr-en,wmt_14,pkps,0.018643982020739226
16,5,wmt_14:language_pair=fr-en,wmt_14,ens,0.02275192020359296
16,5,wmt_14:language_pair=hi-en,wmt_14,sample,0.031748328329314866
16,5,wmt_14:language_pair=hi-en,wmt_14,pkps,0.06639358542849823
16,5,wmt_14:language_pair=hi-en,wmt_14,ens,0.030577700216651
16,5,wmt_14:language_pair=ru-en,wmt_14,sample,0.03255925157845634
16,5,wmt_14:language_pair=ru-en,wmt_14,pkps,0.053837687900807694
16,5,wmt_14:language_pair=ru-en,wmt_14,ens,0.028517737679055556
16,6,legalbench:subset=abercrombie,legalbench,sample,0.08878749292586303
16,6,legalbench:subset=abercrombie,legalbench,pkps,0.131364270267499
16,6,legalbench:subset=abercrombie,legalbench,ens,0.0748637978630532
16,6,legalbench:subset=abercrombie,legalbench,irt,0.3391478840103049
16,6,legalbench:subset=corporate_lobbying,legalbench,sample,0.07670250896057348
16,6,legalbench:subset=corporate_lobbying,legalbench,pkps,0.09465335127677905
16,6,legalbench:subset=corporate_lobbying,legalbench,ens,0.06767189782993802
16,6,legalbench:subset=corporate_lobbying,legalbench,irt,0.30071662155196693
16,6,legalbench:subset=function_of_decision_section,legalbench,sample,0.0885752688172043
16,6,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06948185484114527
16,6,legalbench:subset=function_of_decision_section,legalbench,ens,0.07609590350615543
16,6,legalbench:subset=function_of_decision_section,legalbench,irt,0.39490118465144874
16,6,legalbench:subset=international_citizenship_questions,legalbench,sample,0.09574372759856631
16,6,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09856146510686731
16,6,legalbench:subset=international_citizenship_questions,legalbench,ens,0.08100204202547831
16,6,legalbench:subset=international_citizenship_questions,legalbench,irt,0.4197183114739192
16,6,legalbench:subset=proa,legalbench,sample,0.056444538766270515
16,6,legalbench:subset=proa,legalbench,pkps,0.08122405029027589
16,6,legalbench:subset=proa,legalbench,ens,0.05460904440533594
16,6,legalbench:subset=proa,legalbench,irt,0.12372401398374937
16,6,math:subject=algebra,math,sample,0.0589605734767025
16,6,math:subject=algebra,math,pkps,0.16948232188699866
16,6,math:subject=algebra,math,ens,0.05609216342512305
16,6,math:subject=algebra,math,irt,0.22221462906873427
16,6,math:subject=counting_and_probability,math,sample,0.06374069478908187
16,6,math:subject=counting_and_probability,math,pkps,0.16988118635878297
16,6,math:subject=counting_and_probability,math,ens,0.06423119796508756
16,6,math:subject=counting_and_probability,math,irt,0.23844839515949626
16,6,math:subject=geometry,math,sample,0.06306593095642331
16,6,math:subject=geometry,math,pkps,0.16426867747036514
16,6,math:subject=geometry,math,ens,0.060443769423847146
16,6,math:subject=geometry,math,irt,0.3646203721181946
16,6,math:subject=intermediate_algebra,math,sample,0.06953060380479734
16,6,math:subject=intermediate_algebra,math,pkps,0.17910923857255595
16,6,math:subject=intermediate_algebra,math,ens,0.062413124892897236
16,6,math:subject=intermediate_algebra,math,irt,0.3408906683854389
16,6,math:subject=number_theory,math,sample,0.061021505376344085
16,6,math:subject=number_theory,math,pkps,0.17558235988604684
16,6,math:subject=number_theory,math,ens,0.06393669295609343
16,6,math:subject=number_theory,math,irt,0.26808333448580235
16,6,math:subject=prealgebra,math,sample,0.0664853713428357
16,6,math:subject=prealgebra,math,pkps,0.16277590156888022
16,6,math:subject=prealgebra,math,ens,0.06181045028788757
16,6,math:subject=prealgebra,math,irt,0.2246625468402892
16,6,math:subject=precalculus,math,sample,0.07880588568194678
16,6,math:subject=precalculus,math,pkps,0.16783678487093748
16,6,math:subject=precalculus,math,ens,0.07566275696266911
16,6,math:subject=precalculus,math,irt,0.39235583323821355
16,6,med_qa,med_qa,sample,0.08409498207885305
16,6,med_qa,med_qa,pkps,0.09525299017819434
16,6,med_qa,med_qa,ens,0.07352680089913304
16,6,med_qa,med_qa,irt,0.34274684770672087
16,6,wmt_14:language_pair=cs-en,wmt_14,sample,0.028100905681297025
16,6,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04387578608688705
16,6,wmt_14:language_pair=cs-en,wmt_14,ens,0.02548826979518591
16,6,wmt_14:language_pair=de-en,wmt_14,sample,0.03224873772891168
16,6,wmt_14:language_pair=de-en,wmt_14,pkps,0.036535052722401706
16,6,wmt_14:language_pair=de-en,wmt_14,ens,0.029363090390568832
16,6,wmt_14:language_pair=fr-en,wmt_14,sample,0.03563045322542904
16,6,wmt_14:language_pair=fr-en,wmt_14,pkps,0.02060844664878666
16,6,wmt_14:language_pair=fr-en,wmt_14,ens,0.031175468105097245
16,6,wmt_14:language_pair=hi-en,wmt_14,sample,0.0368228321514517
16,6,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07437777096379482
16,6,wmt_14:language_pair=hi-en,wmt_14,ens,0.033710248344799895
16,6,wmt_14:language_pair=ru-en,wmt_14,sample,0.03194347688752786
16,6,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05801265383841204
16,6,wmt_14:language_pair=ru-en,wmt_14,ens,0.030154357425652326
16,7,legalbench:subset=abercrombie,legalbench,sample,0.07203593661573286
16,7,legalbench:subset=abercrombie,legalbench,pkps,0.1381066972389556
16,7,legalbench:subset=abercrombie,legalbench,ens,0.06377530592965065
16,7,legalbench:subset=abercrombie,legalbench,irt,0.3812430607291363
16,7,legalbench:subset=corporate_lobbying,legalbench,sample,0.07715053763440861
16,7,legalbench:subset=corporate_lobbying,legalbench,pkps,0.09300645240266264
16,7,legalbench:subset=corporate_lobbying,legalbench,ens,0.06540548441117158
16,7,legalbench:subset=corporate_lobbying,legalbench,irt,0.3720176722615876
16,7,legalbench:subset=function_of_decision_section,legalbench,sample,0.08942652329749101
16,7,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07225631237008615
16,7,legalbench:subset=function_of_decision_section,legalbench,ens,0.07552449109233596
16,7,legalbench:subset=function_of_decision_section,legalbench,irt,0.36882698795752583
16,7,legalbench:subset=international_citizenship_questions,legalbench,sample,0.08884408602150537
16,7,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09255076870766465
16,7,legalbench:subset=international_citizenship_questions,legalbench,ens,0.07195087977056266
16,7,legalbench:subset=international_citizenship_questions,legalbench,irt,0.39303977197264417
16,7,legalbench:subset=proa,legalbench,sample,0.04492076966610072
16,7,legalbench:subset=proa,legalbench,pkps,0.07931368548580266
16,7,legalbench:subset=proa,legalbench,ens,0.041845911042486784
16,7,legalbench:subset=proa,legalbench,irt,0.10795910234025996
16,7,math:subject=algebra,math,sample,0.06043906810035843
16,7,math:subject=algebra,math,pkps,0.16626686955381756
16,7,math:subject=algebra,math,ens,0.057768508173299156
16,7,math:subject=algebra,math,irt,0.19106765538056814
16,7,math:subject=counting_and_probability,math,sample,0.07425213675213675
16,7,math:subject=counting_and_probability,math,pkps,0.16054864363010213
16,7,math:subject=counting_and_probability,math,ens,0.06865505064068007
16,7,math:subject=counting_and_probability,math,irt,0.31753107253760743
16,7,math:subject=geometry,math,sample,0.07116581777023202
16,7,math:subject=geometry,math,pkps,0.1494988856701438
16,7,math:subject=geometry,math,ens,0.06532586560725362
16,7,math:subject=geometry,math,irt,0.367511556073975
16,7,math:subject=intermediate_algebra,math,sample,0.06441273779983459
16,7,math:subject=intermediate_algebra,math,pkps,0.16700557172503647
16,7,math:subject=intermediate_algebra,math,ens,0.06720355772151869
16,7,math:subject=intermediate_algebra,math,irt,0.32751644220119863
16,7,math:subject=number_theory,math,sample,0.05542114695340501
16,7,math:subject=number_theory,math,pkps,0.17547110105140223
16,7,math:subject=number_theory,math,ens,0.05750509685038143
16,7,math:subject=number_theory,math,irt,0.20952182708522252
16,7,math:subject=prealgebra,math,sample,0.0750968992248062
16,7,math:subject=prealgebra,math,pkps,0.15874485153295448
16,7,math:subject=prealgebra,math,ens,0.06949914987806369
16,7,math:subject=prealgebra,math,irt,0.4524408106633114
16,7,math:subject=precalculus,math,sample,0.06485804565176381
16,7,math:subject=precalculus,math,pkps,0.16240822667088017
16,7,math:subject=precalculus,math,ens,0.06579409305202288
16,7,math:subject=precalculus,math,irt,0.39477775284989697
16,7,med_qa,med_qa,sample,0.09153225806451613
16,7,med_qa,med_qa,pkps,0.10003163263826395
16,7,med_qa,med_qa,ens,0.07756665373096332
16,7,med_qa,med_qa,irt,0.344466621551967
16,7,wmt_14:language_pair=cs-en,wmt_14,sample,0.028766757490407233
16,7,wmt_14:language_pair=cs-en,wmt_14,pkps,0.0438231399852143
16,7,wmt_14:language_pair=cs-en,wmt_14,ens,0.026095127159536928
16,7,wmt_14:language_pair=de-en,wmt_14,sample,0.032299961988401904
16,7,wmt_14:language_pair=de-en,wmt_14,pkps,0.03131077400687099
16,7,wmt_14:language_pair=de-en,wmt_14,ens,0.02845009376798278
16,7,wmt_14:language_pair=fr-en,wmt_14,sample,0.029581852463807054
16,7,wmt_14:language_pair=fr-en,wmt_14,pkps,0.020044335645474226
16,7,wmt_14:language_pair=fr-en,wmt_14,ens,0.023828842294551834
16,7,wmt_14:language_pair=hi-en,wmt_14,sample,0.030197311050451116
16,7,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07331043802165753
16,7,wmt_14:language_pair=hi-en,wmt_14,ens,0.03000638188061406
16,7,wmt_14:language_pair=ru-en,wmt_14,sample,0.034401106614310895
16,7,wmt_14:language_pair=ru-en,wmt_14,pkps,0.0528288425273646
16,7,wmt_14:language_pair=ru-en,wmt_14,ens,0.03296095474730512
16,8,legalbench:subset=abercrombie,legalbench,sample,0.08316355404640635
16,8,legalbench:subset=abercrombie,legalbench,pkps,0.14085919199545605
16,8,legalbench:subset=abercrombie,legalbench,ens,0.07401519397042094
16,8,legalbench:subset=abercrombie,legalbench,irt,0.5390530222728761
16,8,legalbench:subset=corporate_lobbying,legalbench,sample,0.07643369175627239
16,8,legalbench:subset=corporate_lobbying,legalbench,pkps,0.09203927949387465
16,8,legalbench:subset=corporate_lobbying,legalbench,ens,0.06796387569307205
16,8,legalbench:subset=corporate_lobbying,legalbench,irt,0.38995569486125653
16,8,legalbench:subset=function_of_decision_section,legalbench,sample,0.0885304659498208
16,8,legalbench:subset=function_of_decision_section,legalbench,pkps,0.07002119294804161
16,8,legalbench:subset=function_of_decision_section,legalbench,ens,0.0765642413401333
16,8,legalbench:subset=function_of_decision_section,legalbench,irt,0.369335874304597
16,8,legalbench:subset=international_citizenship_questions,legalbench,sample,0.08942652329749105
16,8,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09598976718845167
16,8,legalbench:subset=international_citizenship_questions,legalbench,ens,0.07962838508789659
16,8,legalbench:subset=international_citizenship_questions,legalbench,irt,0.4107166215519669
16,8,legalbench:subset=proa,legalbench,sample,0.0490874363327674
16,8,legalbench:subset=proa,legalbench,pkps,0.0818296772649932
16,8,legalbench:subset=proa,legalbench,ens,0.04397129008519455
16,8,legalbench:subset=proa,legalbench,irt,0.1347363125128858
16,8,math:subject=algebra,math,sample,0.06321684587813622
16,8,math:subject=algebra,math,pkps,0.18411365987173636
16,8,math:subject=algebra,math,ens,0.06487200331312547
16,8,math:subject=algebra,math,irt,0.2894666215519669
16,8,math:subject=counting_and_probability,math,sample,0.053315412186379925
16,8,math:subject=counting_and_probability,math,pkps,0.1748040208802222
16,8,math:subject=counting_and_probability,math,ens,0.057673614447022084
16,8,math:subject=counting_and_probability,math,irt,0.24786511699152958
16,8,math:subject=geometry,math,sample,0.07877051499717035
16,8,math:subject=geometry,math,pkps,0.16633642253447647
16,8,math:subject=geometry,math,ens,0.0770600263002284
16,8,math:subject=geometry,math,irt,0.2831714268097774
16,8,math:subject=intermediate_algebra,math,sample,0.05857113316790736
16,8,math:subject=intermediate_algebra,math,pkps,0.18778912405722162
16,8,math:subject=intermediate_algebra,math,ens,0.05597178181781588
16,8,math:subject=intermediate_algebra,math,irt,0.29721846344707076
16,8,math:subject=number_theory,math,sample,0.05707885304659498
16,8,math:subject=number_theory,math,pkps,0.18225567284015945
16,8,math:subject=number_theory,math,ens,0.057604708513119794
16,8,math:subject=number_theory,math,irt,0.21808178162441785
16,8,math:subject=prealgebra,math,sample,0.06967366841710428
16,8,math:subject=prealgebra,math,pkps,0.17572566434065973
16,8,math:subject=prealgebra,math,ens,0.06029648810970424
16,8,math:subject=prealgebra,math,irt,0.2029909818901314
16,8,math:subject=precalculus,math,sample,0.07637709866063007
16,8,math:subject=precalculus,math,pkps,0.1718875199945041
16,8,math:subject=precalculus,math,ens,0.07190118406259868
16,8,math:subject=precalculus,math,irt,0.46037691916593004
16,8,med_qa,med_qa,sample,0.07697132616487457
16,8,med_qa,med_qa,pkps,0.10598416580672483
16,8,med_qa,med_qa,ens,0.0666780785841615
16,8,med_qa,med_qa,irt,0.37568327234324134
16,8,wmt_14:language_pair=cs-en,wmt_14,sample,0.030138369457327646
16,8,wmt_14:language_pair=cs-en,wmt_14,pkps,0.042768646138023794
16,8,wmt_14:language_pair=cs-en,wmt_14,ens,0.027572261473468626
16,8,wmt_14:language_pair=de-en,wmt_14,sample,0.03026137458961239
16,8,wmt_14:language_pair=de-en,wmt_14,pkps,0.030056229705185563
16,8,wmt_14:language_pair=de-en,wmt_14,ens,0.027505350909410527
16,8,wmt_14:language_pair=fr-en,wmt_14,sample,0.03630067230616841
16,8,wmt_14:language_pair=fr-en,wmt_14,pkps,0.019292661403362995
16,8,wmt_14:language_pair=fr-en,wmt_14,ens,0.03197786693042598
16,8,wmt_14:language_pair=hi-en,wmt_14,sample,0.029914358519806394
16,8,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07549086229264622
16,8,wmt_14:language_pair=hi-en,wmt_14,ens,0.028269734496581975
16,8,wmt_14:language_pair=ru-en,wmt_14,sample,0.03349315818512584
16,8,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05982139510273962
16,8,wmt_14:language_pair=ru-en,wmt_14,ens,0.030541155161492056
16,9,legalbench:subset=abercrombie,legalbench,sample,0.08397000565930954
16,9,legalbench:subset=abercrombie,legalbench,pkps,0.12658939257406596
16,9,legalbench:subset=abercrombie,legalbench,ens,0.07069774894257734
16,9,legalbench:subset=abercrombie,legalbench,irt,0.4890489196034365
16,9,legalbench:subset=corporate_lobbying,legalbench,sample,0.0685931899641577
16,9,legalbench:subset=corporate_lobbying,legalbench,pkps,0.09705901073519188
16,9,legalbench:subset=corporate_lobbying,legalbench,ens,0.06287069528990977
16,9,legalbench:subset=corporate_lobbying,legalbench,irt,0.2983023199622889
16,9,legalbench:subset=function_of_decision_section,legalbench,sample,0.09444444444444444
16,9,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06720245390946455
16,9,legalbench:subset=function_of_decision_section,legalbench,ens,0.07792710861551656
16,9,legalbench:subset=function_of_decision_section,legalbench,irt,0.34886306071974765
16,9,legalbench:subset=international_citizenship_questions,legalbench,sample,0.09404121863799282
16,9,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09693775430740366
16,9,legalbench:subset=international_citizenship_questions,legalbench,ens,0.07907772331323291
16,9,legalbench:subset=international_citizenship_questions,legalbench,irt,0.37150456799889287
16,9,legalbench:subset=proa,legalbench,sample,0.05041737408036217
16,9,legalbench:subset=proa,legalbench,pkps,0.07719916811192788
16,9,legalbench:subset=proa,legalbench,ens,0.04798650841325701
16,9,legalbench:subset=proa,legalbench,irt,0.12941842718717944
16,9,math:subject=algebra,math,sample,0.0721774193548387
16,9,math:subject=algebra,math,pkps,0.15898438057805314
16,9,math:subject=algebra,math,ens,0.06780035634606917
16,9,math:subject=algebra,math,irt,0.282942209831912
16,9,math:subject=counting_and_probability,math,sample,0.06541218637992831
16,9,math:subject=counting_and_probability,math,pkps,0.15133518718709268
16,9,math:subject=counting_and_probability,math,ens,0.06201732266771801
16,9,math:subject=counting_and_probability,math,irt,0.289024139474179
16,9,math:subject=geometry,math,sample,0.07919496321448782
16,9,math:subject=geometry,math,pkps,0.15215870106512056
16,9,math:subject=geometry,math,ens,0.07432069352129075
16,9,math:subject=geometry,math,irt,0.3942906097521112
16,9,math:subject=intermediate_algebra,math,sample,0.07511373035566585
16,9,math:subject=intermediate_algebra,math,pkps,0.166249363474868
16,9,math:subject=intermediate_algebra,math,ens,0.07302876604145986
16,9,math:subject=intermediate_algebra,math,irt,0.3525332890567194
16,9,math:subject=number_theory,math,sample,0.04861111111111112
16,9,math:subject=number_theory,math,pkps,0.1718807177129758
16,9,math:subject=number_theory,math,ens,0.060754627181480156
16,9,math:subject=number_theory,math,irt,0.2778083910848673
16,9,math:subject=prealgebra,math,sample,0.07233058264566142
16,9,math:subject=prealgebra,math,pkps,0.14468360831875954
16,9,math:subject=prealgebra,math,ens,0.0610470219110397
16,9,math:subject=prealgebra,math,irt,0.16829384069597222
16,9,math:subject=precalculus,math,sample,0.06881956234672704
16,9,math:subject=precalculus,math,pkps,0.1541450321325679
16,9,math:subject=precalculus,math,ens,0.06040756515299258
16,9,math:subject=precalculus,math,irt,0.4098930887521222
16,9,med_qa,med_qa,sample,0.08714157706093191
16,9,med_qa,med_qa,pkps,0.08877037581876145
16,9,med_qa,med_qa,ens,0.07076893285110428
16,9,med_qa,med_qa,irt,0.5512503910006552
16,9,wmt_14:language_pair=cs-en,wmt_14,sample,0.027450030225152574
16,9,wmt_14:language_pair=cs-en,wmt_14,pkps,0.039139512361038464
16,9,wmt_14:language_pair=cs-en,wmt_14,ens,0.024447872029551752
16,9,wmt_14:language_pair=de-en,wmt_14,sample,0.03453413309182997
16,9,wmt_14:language_pair=de-en,wmt_14,pkps,0.030454934584186785
16,9,wmt_14:language_pair=de-en,wmt_14,ens,0.02935688710570818
16,9,wmt_14:language_pair=fr-en,wmt_14,sample,0.029951442959129805
16,9,wmt_14:language_pair=fr-en,wmt_14,pkps,0.019340836294119593
16,9,wmt_14:language_pair=fr-en,wmt_14,ens,0.025039733304615668
16,9,wmt_14:language_pair=hi-en,wmt_14,sample,0.034500995159857176
16,9,wmt_14:language_pair=hi-en,wmt_14,pkps,0.06931093325115976
16,9,wmt_14:language_pair=hi-en,wmt_14,ens,0.0337259614073076
16,9,wmt_14:language_pair=ru-en,wmt_14,sample,0.03418310084354218
16,9,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05093326361582499
16,9,wmt_14:language_pair=ru-en,wmt_14,ens,0.028309924005329966
16,10,legalbench:subset=abercrombie,legalbench,sample,0.0824419920769666
16,10,legalbench:subset=abercrombie,legalbench,pkps,0.12193095462076724
16,10,legalbench:subset=abercrombie,legalbench,ens,0.07097185908106943
16,10,legalbench:subset=abercrombie,legalbench,irt,0.29214209525168783
16,10,legalbench:subset=corporate_lobbying,legalbench,sample,0.07567204301075268
16,10,legalbench:subset=corporate_lobbying,legalbench,pkps,0.09144529667959854
16,10,legalbench:subset=corporate_lobbying,legalbench,ens,0.06473682001089381
16,10,legalbench:subset=corporate_lobbying,legalbench,irt,0.2510132023139653
16,10,legalbench:subset=function_of_decision_section,legalbench,sample,0.07661290322580645
16,10,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06574492220739618
16,10,legalbench:subset=function_of_decision_section,legalbench,ens,0.06781780368127598
16,10,legalbench:subset=function_of_decision_section,legalbench,irt,0.3930367551652853
16,10,legalbench:subset=international_citizenship_questions,legalbench,sample,0.09278673835125448
16,10,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.10379572396662522
16,10,legalbench:subset=international_citizenship_questions,legalbench,ens,0.07713096960586503
16,10,legalbench:subset=international_citizenship_questions,legalbench,irt,0.5103593700298121
16,10,legalbench:subset=proa,legalbench,sample,0.054145444255800784
16,10,legalbench:subset=proa,legalbench,pkps,0.07561358276142952
16,10,legalbench:subset=proa,legalbench,ens,0.045410731082673274
16,10,legalbench:subset=proa,legalbench,irt,0.1055756271445966
16,10,math:subject=algebra,math,sample,0.06209677419354839
16,10,math:subject=algebra,math,pkps,0.16611672553720727
16,10,math:subject=algebra,math,ens,0.0627580872826969
16,10,math:subject=algebra,math,irt,0.2750502578449504
16,10,math:subject=counting_and_probability,math,sample,0.06860008271298594
16,10,math:subject=counting_and_probability,math,pkps,0.16509321094027266
16,10,math:subject=counting_and_probability,math,ens,0.06430569360088266
16,10,math:subject=counting_and_probability,math,irt,0.2875457964007274
16,10,math:subject=geometry,math,sample,0.06868986983588
16,10,math:subject=geometry,math,pkps,0.16678757089479782
16,10,math:subject=geometry,math,ens,0.06634026432939359
16,10,math:subject=geometry,math,irt,0.449656475304036
16,10,math:subject=intermediate_algebra,math,sample,0.07252894954507857
16,10,math:subject=intermediate_algebra,math,pkps,0.18157244519990465
16,10,math:subject=intermediate_algebra,math,ens,0.07536204329320836
16,10,math:subject=intermediate_algebra,math,irt,0.3646155136565706
16,10,math:subject=number_theory,math,sample,0.05327060931899642
16,10,math:subject=number_theory,math,pkps,0.17445304619906168
16,10,math:subject=number_theory,math,ens,0.0559028124547113
16,10,math:subject=number_theory,math,irt,0.2881906964164181
16,10,math:subject=prealgebra,math,sample,0.07154913728432108
16,10,math:subject=prealgebra,math,pkps,0.16362904155510477
16,10,math:subject=prealgebra,math,ens,0.06510436067301523
16,10,math:subject=prealgebra,math,irt,0.46431339741002686
16,10,math:subject=precalculus,math,sample,0.06649688737973969
16,10,math:subject=precalculus,math,pkps,0.17126132343192582
16,10,math:subject=precalculus,math,ens,0.060225053168443114
16,10,math:subject=precalculus,math,irt,0.32812718122756424
16,10,med_qa,med_qa,sample,0.0899641577060932
16,10,med_qa,med_qa,pkps,0.09988959376288915
16,10,med_qa,med_qa,ens,0.07303252691469073
16,10,med_qa,med_qa,irt,0.4173151342914846
16,10,wmt_14:language_pair=cs-en,wmt_14,sample,0.029493172918223082
16,10,wmt_14:language_pair=cs-en,wmt_14,pkps,0.04111888827412252
16,10,wmt_14:language_pair=cs-en,wmt_14,ens,0.026622461480018053
16,10,wmt_14:language_pair=de-en,wmt_14,sample,0.03185544035046174
16,10,wmt_14:language_pair=de-en,wmt_14,pkps,0.03185298777237083
16,10,wmt_14:language_pair=de-en,wmt_14,ens,0.025163656837341404
16,10,wmt_14:language_pair=fr-en,wmt_14,sample,0.03096079132185055
16,10,wmt_14:language_pair=fr-en,wmt_14,pkps,0.020073035622621246
16,10,wmt_14:language_pair=fr-en,wmt_14,ens,0.025093725917124433
16,10,wmt_14:language_pair=hi-en,wmt_14,sample,0.03506617281081321
16,10,wmt_14:language_pair=hi-en,wmt_14,pkps,0.07259542291250083
16,10,wmt_14:language_pair=hi-en,wmt_14,ens,0.0313530870246753
16,10,wmt_14:language_pair=ru-en,wmt_14,sample,0.03356286659839264
16,10,wmt_14:language_pair=ru-en,wmt_14,pkps,0.05362465652893986
16,10,wmt_14:language_pair=ru-en,wmt_14,ens,0.03230571805347313
16,11,legalbench:subset=abercrombie,legalbench,sample,0.08172750424448218
16,11,legalbench:subset=abercrombie,legalbench,pkps,0.13311896313487076
16,11,legalbench:subset=abercrombie,legalbench,ens,0.07630381417189575
16,11,legalbench:subset=abercrombie,legalbench,irt,0.3654829873453129
16,11,legalbench:subset=corporate_lobbying,legalbench,sample,0.07437275985663083
16,11,legalbench:subset=corporate_lobbying,legalbench,pkps,0.08830318135868347
16,11,legalbench:subset=corporate_lobbying,legalbench,ens,0.06634815268208308
16,11,legalbench:subset=corporate_lobbying,legalbench,irt,0.3706936441099812
16,11,legalbench:subset=function_of_decision_section,legalbench,sample,0.07661290322580647
16,11,legalbench:subset=function_of_decision_section,legalbench,pkps,0.06908330706463649
16,11,legalbench:subset=function_of_decision_section,legalbench,ens,0.06800564023457059
16,11,legalbench:subset=function_of_decision_section,legalbench,irt,0.46408733463570273
16,11,legalbench:subset=international_citizenship_questions,legalbench,sample,0.08342293906810036
16,11,legalbench:subset=international_citizenship_questions,legalbench,pkps,0.09721581495830516
16,11,legalbench:subset=international_citizenship_questions,legalbench,ens,0.07056386700025663
16,11,legalbench:subset=international_citizenship_questions,legalbench,irt,0.3973832882186336
16,11,legalbench:subset=proa,legalbench,sample,0.052815506508205975
16,11,legalbench:subset=proa,legalbench,pkps,0.07626276269532307
16,11,legalbench:subset=proa,legalbench,ens,0.04779959696635989
16,11,legalbench:subset=proa,legalbench,irt,0.2388338796230533
16,11,math:subject=algebra,math,sample,0.06460573476702511
16,11,math:subject=algebra,math,pkps,0.15936930743675573
16,11,math:subject=algebra,math,ens,0.061816185189184754
16,11,math:subject=algebra,math,irt,0.21909787689256946
16,11,math:subject=counting_and_probability,math,sample,0.06187965260545906
16,11,math:subject=counting_and_probability,math,pkps,0.15313935114335844
16,11,math:subject=counting_and_probability,math,ens,0.05813140534369978
16,11,math:subject=counting_and_probability,math,irt,0.2622057693980448
16,11,math:subject=geometry,math,sample,0.06653225806451613
16,11,math:subject=geometry,math,pkps,0.15846005668406402
16,11,math:subject=geometry,math,ens,0.06620436139082239
16,11,math:subject=geometry,math,irt,0.35877958143444966
16,11,math:subject=intermediate_algebra,math,sample,0.07040942928039702
16,11,math:subject=intermediate_algebra,math,pkps,0.17138983119073067
16,11,math:subject=intermediate_algebra,math,ens,0.0675621396363486
16,11,math:subject=intermediate_algebra,math,irt,0.34966445741765045
16,11,math:subject=number_theory,math,sample,0.05649641577060931
16,11,math:subject=number_theory,math,pkps,0.1630371708686218
16,11,math:subject=number_theory,math,ens,0.05303288248756695
16,11,math:subject=number_theory,math,irt,0.25728567757876025
16,11,math:subject=prealgebra,math,sample,0.06204676169042261
16,11,math:subject=prealgebra,math,pkps,0.15286878382530447
16,11,math:subject=prealgebra,math,ens,0.05952928596296095
16,11,math:subject=prealgebra,math,irt,0.15898535822823331
16,11,math:subject=precalculus,math,sample,0.06911431805319752
16,11,math:subject=precalculus,math,pkps,0.16010777732730272
16,11,math:subject=precalculus,math,ens,0.06490324896202902
16,11,math:subject=precalculus,math,irt,0.4701234816486443
16,11,med_qa,med_qa,sample,0.08521505376344085
16,11,med_qa,med_qa,pkps,0.09744198205556064
